Nama Dosen,Bidang,Judul Publikasi,Authors,Citation,Year,Judul Publikasi English
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,Improved Tracking Capabilities With Collaboration Multimarker Augmented Reality,"FA Purnomo, PI Santosa, R Hartanto",,2014,Improved Tracking Capabilities With Collaboration Multimarker Augmented Reality
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,PERANCANGAN SISTEM INFORMASI PENANGGULANGAN AIDS MENGGUNAKAN PENDEKATAN BERORIENTASI OBJEK,A WIRASTO,,2014,DESIGN OF AIDS FIGHTING INFORMATION SYSTEM USING AN OBJECT-ORIENTED APPROACH
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,RANCANG BANGUN PURWARUPA DASBOR KEGIATAN KEREKAYASAAN SEBAGAI UPAYA UNTUK MENINGKATKAN AKUNTABILITAS KINERJA (Studi kasus: Balai Pengkajian Dinamika Pantai-Badan Pengkajian dan …,"G SUSATIJO, ST Ridi Ferdiana",,2014,DESIGN AND DESIGN OF ENGINEERING ACTIVITY DASHBOARD PROTOTYPE AS AN EFFORT TO IMPROVE PERFORMANCE ACCOUNTABILITY (Case study: Balai Pengkajian Dinamika Pantai-Agency for the Assessment and …
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,Rekonstruksi Tiga Dimensi (3D) Relief Candi Menggunakan Gambar Dua Dimensi (2D) Tunggal,"DA Prasetya, I Soesanti, R Hartanto",,2013,Three-Dimensional (3D) Reconstruction of Temple Reliefs Using a Single Two-Dimensional (2D) Image
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,PURWARUPA APLIKASI PENDAFTARAN KTP BERGERAK,"F Fathahillah, PI Santosa, R Hartanto",,2013,MOBILE KTP REGISTRATION APPLICATION PROTOTYPE
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,INSIDENTIL IMPLEMENTASI PERIZINAN KIOSK DENGAN ANJUNGAN PERIZINAN MANDIRI,"S AENI, IR Hartanto",,2013,INCIDENTIAL IMPLEMENTATION OF KIOSK LICENSING WITH INDEPENDENT LICENSING DEVICES
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,PENGEMBANGAN SISTEM PENJUALAN DAN INVENTORY CONTROL BERBASIS RFID DI TOKO RETAIL (STUDI KASUS TOKO BUSANA ERFANS COLLECTION),NURW RAHADI,,2012,DEVELOPMENT OF RFID-BASED SALES AND INVENTORY CONTROL SYSTEMS IN RETAIL STORES (CASE STUDY OF ERFANS COLLECTION CLOTHING SHOPS)
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,SISTEM PENDUKUNG KEPUTUSAN UNTUK PROSES PENERIMAAN KARYAWAN BERBASIS WEB STUDI KASUS PT. SUMBER ALFARIA TRIJAYA DENGAN METODE AHP,"C Vikasari, IR Hartanto",,2012,DECISION SUPPORT SYSTEM FOR WEB-BASED EMPLOYEE ACCEPTANCE PROCESS CASE STUDY PT. SOURCE ALFARIA TRIJAYA WITH AHP METHOD
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,SISTEM PENANGANAN EVENTLABORATORIUM BERBASIS WEB,"SD Atmojo, R Hartanto, A Suwastono",,2010,WEB-BASED EVENTLABORATORY HANDLING SYSTEM
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,INTERAESITANPASENTUHAN PADASISTEMPERMAINANKOMPUTER DENGANTEKNOLOGIPEMROSESANCITRA,"L Kurnianggoro, LE Nugroho, R Hartanto",,2010,UNTOUCH INTERAESIT IN COMPUTER GAME SYSTEMS USING IMAGE PROCESSING TECHNOLOGY
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,Pengelolaan Tempat Parkir Berbasis Radio Frequency Identification dan WonderwareIn Touch,"FAU Wijaya, PI Santosa, R Hartanto",,2010,Management of Parking Areas Based on Radio Frequency Identification and Wonderware In Touch
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,Analisis dan Perancangan Sistem Silsilah Keluarga Berbasis WEB,S ALBAAR,,2008,WEB-Based Family Tree System Analysis and Design
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,Penerapan Web Service pada pendistribusian informasi sistem pembelajaran biota laut Indonesia,FI SYILVIANI,,2007,Application of Web Service to the distribution of information on Indonesian marine biota learning systems
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,Analisis trafik jaringan pada aplikasi Peer to Peer:: Studi kasus terhadap penggunaan Tools Download berteknologi Peer to Peer di jaringan PPTiK UGM,Y MASRIL,,2006,Analysis of network traffic on Peer to Peer applications:: Case studies on the use of Peer to Peer Technology Download Tools on the UGM PPTiK network
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,Restorasi Citra Dengan Tapis Wiener Adaptif,R Hartanto,,1996,Image Restoration With Adaptive Wiener Filter
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,MODEL KUADRAT TERKECiL UNTUK PERAMALAN POPULASI SAPI POTONG DI KABUPATEN BLORA (THE LEAST SQUARE MODELS FOR FORECAST OF BEEF CATTLE POPULATION IN BLORA REGENCY),R Hartanto,,,THE LEAST SQUARE MODELS FOR FORECAST OF BEEF CATTLE POPULATION IN BLORA REGENCY
"Dr. Ir. Rudy Hartanto, M.T., IPM.",Software Engineering,Klasifikasi dan Pengenalan Pola pada Sinyal EKG Berdasarkan Sifat Keacakan (Entropy) dengan 6 Channel,"J Arifin, O Wahyunggoro, R Hartanto",,,Classification and Recognition of Patterns in ECG Signals Based on Entropy with 6 Channels
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Faktor-faktor yang mempengaruhi kesuksesan pembelajaran daring dalam revolusi industri 4.0,"RA Pangondian, PI Santosa, E Nugroho",665,2019,Factors influencing the success of online learning in the industrial revolution 4.0
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,"Leaf classification using shape, color, and texture features","A Kadir, LE Nugroho, A Susanto, PI Santosa",322,2013,"Leaf classification using shape, color, and texture features"
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,User involvement and user satisfaction with information-seeking activity,"PI Santosa, KK Wei, HC Chan",220,2005,User involvement and user satisfaction with information-seeking activity
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Metode penelitian kuantitatif: Pengembangan hipotesis dan pengujiannya menggunakan SmartPLS,PI Santosa,209,2018,Quantitative research method: Hypothesis development and testing using SmartPLS
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Studi literatur tentang perbandingan metode untuk proses analisis sentimen di Twitter,"MS Hadna, PI Santosa, WW Winarno",118,2016,Literature study on comparison of methods for the sentiment analysis process on Twitter
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Neural network application on foliage plant identification,"A Kadir, LE Nugroho, A Susanto, PI Santosa",99,2013,Neural network application on foliage plant identification
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Machine learning-based IoT-botnet attack detection with sequential architecture,"YN Soe, Y Feng, PI Santosa, R Hartanto, K Sakurai",96,2020,Machine learning-based IoT-botnet attack detection with sequential architecture
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Pengujian Usability Website Menggunakan System Usability Scale Website Usability Testing using System Usability Scale,"IHN Aprilia, PI Santoso, R Ferdiana, T Elektro, T Informatika, U Gadjah, ...",87,2015,Pengujian Usability Website Menggunakan System Usability Scale Website Usability Testing using System Usability Scale
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Experiments of Zernike moments for leaf identification,"A Kadir, LE Nugroho, A Susanto, PI Santosa",83,2012,Experiments of Zernike moments for leaf identification
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Interaksi manusia dan komputer: Teori dan praktek,I Santosa,78,1997,Human and computer interaction: Theory and practice
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Technology readiness and technology acceptance model in new technology implementation process in low technology SMEs,"N Larasati, PI Santosa",73,2017,Technology readiness and technology acceptance model in new technology implementation process in low technology SMEs
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Performance improvement of leaf identification system using principal component analysis,"A Kadir, LE Nugroho, A Susanto, PI Santosa",71,2012,Performance improvement of leaf identification system using principal component analysis
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Towards a lightweight detection system for cyber attacks in the IoT environment using corresponding features,"YN Soe, Y Feng, PI Santosa, R Hartanto, K Sakurai",67,2020,Towards a lightweight detection system for cyber attacks in the IoT environment using corresponding features
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,A comparative experiment of several shape methods in recognizing plants,"A Kadir, LE Nugroho, A Susanto, PI Santosa",60,2011,A comparative experiment of several shape methods in recognizing plants
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Ddos attack detection based on simple ann with smote for iot environment,"YN Soe, PI Santosa, R Hartanto",56,2019,Ddos attack detection based on simple ann with smote for iot environment
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,"Sejarah, tantangan, dan faktor keberhasilan dalam pengembangan e-learning","R Agustina, PI Santosa, R Ferdiana",51,2016,"History, challenges, and success factors in the development of e-learning"
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Meta-review of augmented reality in education,"BS Hantono, LE Nugroho, PI Santosa",48,2018,Meta-review of augmented reality in education
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Model Detecting Learning Styles with Artificial Neural Network.,"MS Hasibuan, LE Nugroho, PI Santosa",47,2019,Model Detecting Learning Styles with Artificial Neural Network.
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,"Foliage plant retrieval using polar Fourier transform, color moments and vein features","A Kadir, LE Nugroho, A Susanto, PI Santosa",42,2011,"Foliage plant retrieval using polar Fourier transform, color moments and vein features"
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Evaluating user experience of english learning interface using User Experience Questionnaire and System Usability Scale,"NPIR Devy, S Wibirama, PI Santosa",41,2017,Evaluating user experience of english learning interface using User Experience Questionnaire and System Usability Scale
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Hand segmentation from depth image using anthropometric approach in natural interface development,"R Tara, P Santosa, T Adji",40,2012,Hand segmentation from depth image using anthropometric approach in natural interface development
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Indoor human tracking application using multiple depth-cameras,"MRU Saputra, GD Putra, PI Santosa",39,2012,Indoor human tracking application using multiple depth-cameras
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Review on customer segmentation technique on ecommerce,"JN Sari, LE Nugroho, R Ferdiana, PI Santosa",38,2016,Review on customer segmentation technique on ecommerce
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Grafika Komputer Dan Antarmuka Grafis: Teknik Penyusunan Program Aplikasi Berbaris Grafis Yang Profesional,PI Santosa,31,1994,Computer Graphics and Graphical Interfaces: Professional Graphical Linear Application Programming Techniques
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Implementing lightweight iot-ids on raspberry pi using correlation-based feature selection and its performance evaluation,"YN Soe, Y Feng, PI Santosa, R Hartanto, K Sakurai",30,2020,Implementing lightweight iot-ids on raspberry pi using correlation-based feature selection and its performance evaluation
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Cost and benefit of information search using two different strategies,PI Santosa,28,2010,Cost and benefit of information search using two different strategies
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Student engagement with online tutorial: A perspective on flow theory,PI Santosa,26,2015,Student engagement with online tutorial: A perspective on flow theory
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,A Proposed Model for Detecting Learning Styles Based on Agent Learning.,"MS Hasibuan, LE Nugroho, PI Santosa, SS Kusumawardani",24,2016,A Proposed Model for Detecting Learning Styles Based on Agent Learning.
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Review of augmented reality agent in education,"BS Hantono, LE Nugroho, PI Santosa",24,2016,Review of augmented reality agent in education
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Evaluation and measurement of Learning Management System based on user experience,"DSS Sahid, PI Santosa, R Ferdiana, EN Lukito",24,2016,Evaluation and measurement of Learning Management System based on user experience
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Pengukuran Pengalaman Pengguna Dalam Menggunakan Sistem Informasi Akademik,"PN Lestari, PI Santosa, R Ferdiana",24,2016,Measurement of User Experience in Using Academic Information Systems
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Evaluasi Usability pada Sistem Informasi Pasar Kerja Menggunakan System Usablity Scale (SUS),"K Kharis, PI Santosa, WW Winarno",23,2019,Usability Evaluation of Job Market Information Systems Using the System Usability Scale (SUS)
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Usulan Metode Evaluasi User Acceptance Testing (UAT) dalam Pengembangan Perangkat Lunak,"R Munthe, PI Santosa, R Ferdiana",23,2015,Proposed User Acceptance Testing (UAT) Evaluation Method in Software Development
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Rule generation for signature based detection systems of cyber attacks in iot environments,"YN Soe, Y Feng, PI Santosa, R Hartanto, K Sakurai",22,2019,Rule generation for signature based detection systems of cyber attacks in iot environments
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Using ontology for providing content recommendation based on learning styles inside e-learning,"SS Kusumawardani, RS Prakoso, PI Santosa",19,2014,Using ontology for providing content recommendation based on learning styles inside e-learning
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Tandatangan Digital Sebagai Solusi Teknologi Informasi Dan Komunikasi (TIK) Hijau: Sebuah Kajian Literatur,"FZ Abraham, PI Santosa, WW Winarno",18,2018,Digital Signature as a Green Information and Communication Technology (ICT) Solution: A Literature Review
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Pengembangan Sistem Informasi Sumberdaya Sekolah Kota Ternate Berbasis Web Dengan Metode Rapid Application Development,"M Safi, PI Santosa, R Ferdiana",18,2016,Development of a Web-Based Ternate City School Resource Information System Using the Rapid Application Development Method
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Adopsi cloud computing pada UKM di Indonesia,"A Irfan, PI Santosa",18,2015,Adoption of cloud computing in SMEs in Indonesia
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Obstacle avoidance for visually impaired using auto-adaptive thresholding on Kinect's depth image,"MRU Saputra, PI Santosa",18,2014,Obstacle avoidance for visually impaired using auto-adaptive thresholding on Kinect's depth image
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Sign language recognition in robot teleoperation using centroid distance Fourier descriptors,"RY Tara, PI Santosa, TB Adji",18,2012,Sign language recognition in robot teleoperation using centroid distance Fourier descriptors
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Model Pengembangan Dashboard Berbasis User-centered Design,"A Padita, HA Nugroho, P Santosa",17,2015,User-centered Design Based Dashboard Development Model
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Real time hand gesture movements tracking and recognizing system,"R Hartanto, A Susanto, PI Santosa",17,2014,Real time hand gesture movements tracking and recognizing system
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Struktur Data Menggunakan Turbo Pascal 6.0,PI Santosa,17,2001,Data Structure Using Turbo Pascal 6.0
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,An eye tracking study: exploration customer behavior on web design,"JN Sari, R Ferdiana, PI Santosa, LE Nugroho",16,2015,An eye tracking study: exploration customer behavior on web design
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Measuring user experience in an online store using pulse and heart metrics,PI Santosa,16,2014,Measuring user experience in an online store using pulse and heart metrics
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Real time static hand gesture recognition system prototype for Indonesian sign language,"R Hartanto, A Susanto, PI Santosa",16,2014,Real time static hand gesture recognition system prototype for Indonesian sign language
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Experiments of distance measurements in a foliage plant retrieval system,"A Kadir, LE Nugroho, A Susanto, PI Santosa",16,2013,Experiments of distance measurements in a foliage plant retrieval system
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Physical discomfort and eye movements during arbitrary and optical flow-like motions in stereo 3D contents,"S Wibirama, PI Santosa, P Widyarani, N Brilianto, W Hafidh",15,2020,Physical discomfort and eye movements during arbitrary and optical flow-like motions in stereo 3D contents
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,A robust image enhancement techniques for underwater fish classification in marine environment,"RA Pramunendar, S Wibirama, PI Santosa, PN Andono, MA Soeleman",15,2019,A robust image enhancement techniques for underwater fish classification in marine environment
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Requirement elicitation framework for child learning application-A research plan,"MK Sabariah, PI Santosa, R Ferdiana",15,2019,Requirement elicitation framework for child learning application-A research plan
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Implementation of augmented reality technology in Sangiran Museum with Vuforia,"FA Purnomo, PI Santosa, R Hartanto, EH Pratisto, A Purbayu",15,2018,Implementation of augmented reality technology in Sangiran Museum with Vuforia
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Measuring user experience during a web-based survey: a case of back-to-back online surveys,PI Santosa,15,2016,Measuring user experience during a web-based survey: a case of back-to-back online surveys
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Preliminary design of static indonesian sign language recognition system,"R Hartanto, A Susanto, PI Santosa",15,2013,Preliminary design of static indonesian sign language recognition system
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,"Improving the accuracy of text classification using stemming method, a case of non-formal Indonesian conversation","R Rianto, AB Mutiara, EP Wibowo, PI Santosa",14,2021,"Improving the accuracy of text classification using stemming method, a case of non-formal Indonesian conversation"
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Sistem Informasi Gardu Induk dan Gardu Distribusi berbasis Web,"D Iskandar, I Santosa",14,2013,Web-based Substation Information System and Distribution Substation
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Fish classification based on underwater image interpolation and back-propagation neural network,"RA Pramunendar, S Wibirama, PI Santosa",13,2019,Fish classification based on underwater image interpolation and back-propagation neural network
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Software defect prediction using random forest algorithm,"YN Soe, PI Santosa, R Hartanto",13,2018,Software defect prediction using random forest algorithm
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,The measurement of consumer interest and prediction of product selection in E-commerce using eye tracking method,"JN Sari, LE Nugroho, PI Santosa, R Ferdiana",13,2018,The measurement of consumer interest and prediction of product selection in E-commerce using eye tracking method
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Pengaruh perceived security terhadap pengadopsian in-app purchase pada aplikasi mobile,"YAS Mahendra, WW Winarno, PI Santosa",13,2017,The effect of perceived security on the adoption of in-app purchases in mobile applications
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Model Konseptual Pemanfaatan Teori Flow Dalam eLearning,PI Santosa,13,2012,Conceptual Model of Utilization of Flow Theory in eLearning
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,A study on algorithms of pupil diameter measurement,"JN Sari, AN Hanung, EN Lukito, PI Santosa, R Ferdiana",12,2016,A study on algorithms of pupil diameter measurement
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,A sequential scheme for detecting cyber attacks in IoT environment,"YN Soe, Y Feng, PI Santosa, R Hartanto, K Sakurai",11,2019,A sequential scheme for detecting cyber attacks in IoT environment
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Blockchain untuk Keamanan Transaksi Elektronik Perusahaan Financial Technology (Studi Kasus pada PT XYZ),"MDK Perdani, W Widyawan, PI Santosa",11,2018,Blockchain for Electronic Transaction Security for Financial Technology Companies (Case Study at PT XYZ)
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Examining the effect of website complexity and task complexity in web-based learning management system,"PV Yulianandra, S Wibirama, PI Santosa",11,2017,Examining the effect of website complexity and task complexity in web-based learning management system
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Gama feedback learning model: Basic concept and design,"D Purbohadi, L Nugroho, I Santosa, A Kumara",11,2013,Gama feedback learning model: Basic concept and design
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,"USABILITY OF E-LEARNING PORTAL AND HOW IT AFFECTS STUDENTS'ATTITUDE AND SATISFACTION, AN EXPLORATORY STUDY",PI Santosa,11,2009,"USABILITY OF E-LEARNING PORTAL AND HOW IT AFFECTS STUDENTS'ATTITUDE AND SATISFACTION, AN EXPLORATORY STUDY"
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Metrics analysis of risk profile: A perspective on business aspects,"PD Ibnugraha, LE Nugroho, PI Santosa",10,2018,Metrics analysis of risk profile: A perspective on business aspects
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Enhancing Quality of Service for eGovernment interoperability based on adaptive ontology,"IW Ordiyasa, LE Nugroho, PI Santosa, W Kumorotomo",10,2016,Enhancing Quality of Service for eGovernment interoperability based on adaptive ontology
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Modeling the flow experience for personalized context aware e-learning,"DSS Sahid, LE Nugroho, PI Santosa",10,2016,Modeling the flow experience for personalized context aware e-learning
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Analisis jejaring media sosial untuk pemetaan pada komunitas online,"I Yuliana, PI Santosa, NA Setiawan",10,2015,Analysis of social media networks for mapping on online communities
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,"Improving the accuracy of text classification using stemming method, a case of non-formal Indonesian conversation","AB Mutiara, EP Wibowo, PI Santosa",9,2021,"Improving the accuracy of text classification using stemming method, a case of non-formal Indonesian conversation"
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Evaluation of fixation duration accuracy in determining selected product on E-commerce,"JN Sari, LE Nugroho, R Ferdiana, PI Santosa",9,2018,Evaluation of fixation duration accuracy in determining selected product on E-commerce
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Student involvement with online forum and its effects on intention to seek and intention to share: An exploratory study,"P Santosa, KK Wei, H Chan",9,2005,Student involvement with online forum and its effects on intention to seek and intention to share: An exploratory study
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Predicting student academic performance using machine learning and time management skill data,"MR Rimadana, SS Kusumawardani, PI Santosa, MSF Erwianda",8,2019,Predicting student academic performance using machine learning and time management skill data
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Literature review on test case generation approach,"N Setiani, R Ferdiana, PI Santosa, R Hartanto",8,2019,Literature review on test case generation approach
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,A novel approach for underwater image enhancement based on improved dark channel prior with colour correction,"RA Pramunendar, S Wibirama, PI Santosa",8,2018,A novel approach for underwater image enhancement based on improved dark channel prior with colour correction
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Learning style model detection based on prior knowledge in e-learning system,"MS Hasibuan, LE Nugroho, IP Santosa",8,2017,Learning style model detection based on prior knowledge in e-learning system
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Model perencanaan strategis SI/TI perguruan tinggi menggunakan framework togaf (studi kasus stkip kie raha),"I Hizbullah, E Nugroho, PI Santosa",8,2015,Higher education IS/IT strategic planning model using togaf framework (case study stkip kie raha)
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Evaluasi Kinerja Mahasiswa Berdasarkan Teknologi Smartphone Menggunakan Metode Modified Task-Technology Fit,"MF Bahadjai, WW Winarno, PI Santosa",8,2015,Evaluation of Student Performance Based on Smartphone Technology Using the Modified Task-Technology Fit Method
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,An approach for risk estimation in information security using text mining and Jaccard method,"PD Ibnugraha, LE Nugroho, PI Santosa",7,2018,An approach for risk estimation in information security using text mining and Jaccard method
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,An interactive book with augmented reality for learning the cirebon mask dance,"D Yulianto, R Hartanto, PI Santosa",7,2018,An interactive book with augmented reality for learning the cirebon mask dance
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Prediction learning style based on prior knowledge for personalized learning,"MS Hasibuan, LE Nugroho, PI Santosa",7,2018,Prediction learning style based on prior knowledge for personalized learning
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Analisis kebutuhan sistem informasi arsip bangunan berbasis user centered design (UCD),"A Setyoningrum, PI Santosa, NA Setiawan",7,2017,Analysis of the needs of building archive information systems based on user centered design (UCD)
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Integrated stochastic and literate based driven approaches in learning style identification for personalized e-learning purpose,"DSS Sahid, LE Nugroho, PI Santosa",7,2017,Integrated stochastic and literate based driven approaches in learning style identification for personalized e-learning purpose
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Analysis of E-commerce user behavior of Indonesian students: a preliminary study of adaptive E-commerce,"Rianto, LE Nugroho, PI Santosa",7,2015,Analysis of E-commerce user behavior of Indonesian students: a preliminary study of adaptive E-commerce
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Analisis dan Evaluasi Kemampuan Sistem Pendeteksian Teks Secara Real Time Berbasis Augmented Reality Pada Vuforia SDK Berbasis Android,"Z Ardian, PI Santosa, B Sunarfrihantono",7,2014,Analysis and Evaluation of the Capability of Real Time Text Detection System Based on Augmented Reality on Android-Based Vuforia SDK
"Prof. Ir. P. Insap Santosa, M.Sc., Ph.D., IPU.",Software Engineering,Implikasi Game Edukasi 2D dan 3D: Mengenal Huruf dan Angka Terhadap Anak,"D Eridani, PI Santosa, R Ferdiana",7,2014,Implications of 2D and 3D Educational Games: Recognizing Letters and Numbers for Children
